URL,Category,Series,Prod_Name,Prod_ID,Short_Description,Long_Descriptio,Features & Benefits,Specifications,Product Details,Documents
https://www.heil-hvac.com/en/us/products/ductless-systems/dlflfa/,Ductless Systems,Commercial,QuietComfort® Light Commercial Cassette Indoor Unit,DLFLFA,"You want quiet, efficient, and cutting edge features and this unit delivers. This new floor console comes equipped with three fan speeds, operates in five heating and cooling modes, and cutting edge technology like",,"Available 208/230V|Sizes: 36 / 48 / 58|Modes: Cool, Heat, Dry, Fan, Auto|Auto-restart function|Capable to be mounted on the floor and in ceiling|Louver control (fixed or swing)|Three fan speeds|Follow Me (senses temperature at handheld remote)|Heating Setback (46° F Heating Mode)|Quiet indoor operation, as low as 43 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","sound: as low as 43 decibels|3.0 – 5.0 Ton|208/230V|Attractively styled, high−impact polystyrene.",{},
https://www.heil-hvac.com/en/us/products/ductless-systems/dlcerah/,Ductless Systems,Value,Performance Heat Pump,DLCERAH,"The new cost effective yet powerful heat pump offers flexibility in several sizes. Flexibility comes courtesy of either an 115V or 208/230V system with available sizes from 09 to 24. Features like Auto-restart function, Refrigerant Leakage Detection and Condenser High-Temperature Protection helps protect your unit and your investments.",,"Inverter Compressor|Up to 17.6 SEER cooling efficiency|Up to 11.2 EER heating efficiency|Sizes: 09 / 12 / 18 / 24|Available in 115V and 208/230V|Built-in basepan heater on Heat Pump units|Cost competitive|Auto-restart function|Condenser high-temperature protection|Refrigerant leakage detection|Quiet outdoor operation, as low as 52 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","Up to 17.6 SEER|Up to 11.2 EER|Up to 10.6 HSPF|Outdoor sound: as low as 54.5 decibels|Cooling operating range 0°~122 ° F (-17°~50° C)|Heating operating range 0°~86° F (-17°~30° C)|Total piping length 82~164 ft. (25-50m)|Inverter Compressor|0.75 – 2.0 Ton|115V and 208/230V|Heavy-gauge, galvanized steel construction|Primed and coated with a 100% coverage, baked-enamel finish in white","{'Efficiency': 'Up to 17.6 SEER', 'Heating Efficiency': 'Up to 10.6 HSPF'}",
https://www.heil-hvac.com/en/us/products/ductless-systems/dlfsca/,Ductless Systems,Standard,QuietComfort® Console Indoor Unit,DLFSCA,"This new Cassette combines efficient comfort with the industry leading features customers want. Features like Follow Me, which senses temperature at the handheld remote location and Auto-restart. Add to that the Cassette unit’s whisper quiet indoor operation, this Cassette will provide years of",,"Available 208/230V|Sizes: 09 / 12 / 18 / 24|Modes: Cool, Heat, Dry, Fan, Auto|Auto-restart function|Louver control (fixed or swing)|Three fan speeds|Outside air intake|Built-in condensate lift pump|Follow Me (senses temperature at handheld remote)|Heating Setback (46° F Heating Mode)|Quiet indoor operation, as low as 27 dB(A)|Anti-corrosive fin coating|Grille/ceiling panel 2' x 2' sizes 9 to 18 KSALG0101AAA|Grille/ceiling panel 3' x 3' size 24 P/N KSALG0201AAA|10-Year Parts Limited Warranty","sound: as low as 27 decibels|0.75 – 2.0 Ton|208/230V|Attractively styled, high−impact polystyrene.",{},
https://www.heil-hvac.com/en/us/products/ductless-systems/dlcmra/,Ductless Systems,Standard,QuietComfort® Multi-zone Heat Pump,DLCMRA,"Bring comfort to multiple spaces with the new multi-zone heat pump. This energy-efficient unit provides ratings of up to 21.4 SEER and up to 10.8 EER with the flexibility to be connected from two to five indoor units. Equipped with Condenser High-temperature Protection, Refrigerant Leakage Detection and available in sizes 18 to 48, there is certainly a size to meet your cooling and heating needs.",,"Inverter Compressor|Up to 21.4 SEER cooling efficiency|Up to 12.5 EER heating efficiency|Available in 208/230V|Sizes: 18 / 27 / 36 / 48|Built-in basepan heater|Condenser high-temperature protection|Refrigerant leakage detection|Quiet outdoor operation, as low as 62 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","Up to 21.4 SEER|Up to 12.5 EER|Up to 10.8 HSPF|Outdoor sound: as low as 62 decibels|Cooling operating range -13°~122° F (-25°~50° C)|Heating operating range -22°~86° F (-30°~30° C)|Total piping length 131~328 ft. (40~100 m)|Vertical Lift/Drop piping Length 49~65 ft (15~20 m)|Inverter Compressor|1.75 – 4.0 Ton|208/230V|Heavy-gauge, galvanized steel construction|Primed and coated with a 100% coverage, baked-enamel finish in white","{'Efficiency': 'Up to 21.4 SEER', 'Heating Efficiency': 'Up to 10.8 HSPF'}",
https://www.heil-hvac.com/en/us/products/ductless-systems/dlfpha/,Ductless Systems,Premium,Deluxe High Wall Indoor Unit,DLFPHA,"Enjoy whisper quiet cooling and heating from a lightweight, attractive High Wall. In addition to quiet operation, this unit provides industry leading features such as",,"Available in 208/230V|Sizes: 09 / 12 / 18 / 24|Follow Me (senses temperature at handheld remote)|Heating Setback (46° F Heating Mode)|Up-down / right-left louver control (fixed or swing)|Relative Humidity Sensor|Occupancy Sensor (Sizes 09-12 only)|Wi-Fi® for Smart Phone Control Accessory (sold separately)|ECO Mode|Quiet indoor operation, as low as 29 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","sound: as low as 29 decibels|0.75 – 2.0 Ton|208/230V|Attractively styled, high−impact polystyrene.",{},
https://www.heil-hvac.com/en/us/products/ductless-systems/dlfsha/,Ductless Systems,Standard,QuietComfort® High Wall Indoor Unit,DLFSHA,"This new High Wall indoor unit brings together the high efficiency heating and cooling performance you need combined with the attractive styling you want. This unit is available in both 115V and 208/230V models and features five modes plus Turbo Mode, Sleep Mode, and ECO Mode. This unit also features industry leading features such as",,"Available in 115V and 208/230V|Sizes: 09 / 12 / 18 / 24 / 30 / 36|Modes: Cool, Heat, Dry, Fan, Auto|Turbo Mode|Four fan speeds|Sleep Mode|ECO Mode|Up-down louver control (fixed or swing)|Follow Me (senses temperature at handheld remote)|Heating Setback (46° F Heating Mode)|Quiet indoor operation, as low as 25 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","sound: as low as 25 decibels|0.75 – 3.0 Ton|115V and 208/230V|Attractively styled, high−impact polystyrene.",{},
https://www.heil-hvac.com/en/us/products/ductless-systems/dlcsra/,Ductless Systems,Standard,QuietComfort® Heat Pump,DLCSRA,"The new heat pump is a powerhouse unit with up to 24.7 SEER and up to 14.0 EER efficiency. Features like Refrigerant Leakage Detection and Condenser High-Temperature Protection make this unit intelligent as well as efficient. Available in sizes from 9 to 36 with four different style indoor unit options, there is certainly a system to meet your cooling and heating needs.",,"Inverter Compressor|Up to 24.7 SEER cooling efficiency|Up to 14.0 EER heating efficiency|Available in 115V and 208/230V|Sizes: 09 / 12 / 18 / 24 / 30 / 36|100% heating capacity at 5° F (-15° C) Sizes 12-18 (208/230V)|Built-in basepan heater|Auto-restart function|Condenser high-temperature protection|Refrigerant leakage detection|Quiet outdoor operation, as low as 54.6 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","Up to 24.7 SEER|Up to 14.0 EER|Up to 11.0 HSPF|Outdoor sound: as low as 54.6 decibels|Cooling operating range -13° ~ 122° F (-25° ~ 50° C)|Heating operating range -22° ~ 86° F (-30° ~ 30° C) – sizes 9-24 (208/230V)|Heating operating range -13° ~ 86° F (-25° ~ 30° C) – sizes 9, 12 (115V) & 30, 36 (208/230V)|Piping length 82 ~ 164 ft. (25 ~ 50 m)|Inverter Compressor|0.75 – 3.0 Ton|115V & 208/230V|Heavy-gauge, galvanized steel construction|Primed and coated with a 100% coverage, baked-enamel finish in white","{'Efficiency': 'Up to 24.7 SEER', 'Heating Efficiency': 'Up to 11.0 HSPF'}",
https://www.heil-hvac.com/en/us/products/ductless-systems/dlcpra/,Ductless Systems,Premium,Deluxe Heat Pump,DLCPRA,"The new Deluxe Heat pump delivers industry leading heating (100% heating capacity at 0° F (-17° C) and cooling (100% cooling capacity at -22° F (-30° C) capacities which can take on even the most extreme conditions. A powerful yet refined heat pump which operates quietly, as low as 55 dB(A). Features like Auto-restart Function and Refrigerant Leakage Detection round out the impressive features that this unit brings to bear. This is where power and quiet meet.",,"100% Heating capacity at 0° F (-17° C)|100% Cooling capacity at -22° F (-30° C) without additional kit|Up to 75% of Heating capacity at -22° F (-30° C)|Inverter Compressor|Up to 40.0 SEER cooling efficiency|Up to 15.0 EER heating efficiency|Sizes: 09 / 12 / 18 / 24|Available in 208/230V|Built-in basepan heater|Auto-restart function|Refrigerant leakage detection|Quiet outdoor operation, as low as 55 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","Up to 40.0 SEER|Up to 15.0 EER|Up to 14.5 HSPF|Outdoor sound: as low as 55.5 decibels|Cooling operating range -22° ~ 122° F (-30° ~ 50° C)|Heating operating range -22° ~ 86° F (-25° ~ 30° C)|Piping length 98 ft (30m)|Inverter Compressor|0.75 – 2.0 Ton|208/230V|Heavy-gauge, galvanized steel construction|Primed and coated with a 100% coverage, baked-enamel finish in white","{'Efficiency': 'Up to 40.0 SEER', 'Heating Efficiency': 'Up to 14.5 HSPF'}",
https://www.heil-hvac.com/en/us/products/ductless-systems/dlfsda/,Ductless Systems,Standard,QuietComfort® Ducted Indoor Unit,DLFSDA,"Our new Ducted indoor model is a powerhouse unit that comes in four sizes and five cooling and heating modes. This unit is super quiet and comes equipped with features like Follow Me, which senses temperature at the handheld remote location. The unit also gives you the flexibility of installing vertically or horizontally. Contrary to popular opinion, sometimes not seeing is believing.",,"Available 208/230V|Sizes: 09 / 12 / 18 / 24|Modes: Cool, Heat, Dry, Fan, Auto|Vertical or horizontal installation|Up to 0.64 in WG|Rear or bottom return|Outside air intake|Built-in condensate lift pump|Follow Me (senses temperature at handheld remote)|Heating Setback (46° F Heating Mode)|Quiet indoor operation, as low as 30 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty",sound: as low as 30 decibels|0.75 – 2.0 Ton|208/230V,{},
https://www.heil-hvac.com/en/us/products/geothermal/performance-multi-speed-geothermal-heat-pump/,Geothermal,Packaged Geothermal Heat Pumps,Performance Multi-Speed Geothermal Heat Pump,HB,"With airflow that is optimized to your home, the multi-speed model HB delivers the comfort you want and the geothermal savings you deserve. To keep sound to a miniimum and enjoyment to the maximum, this packaged model includes built-in sound-reducing features such as full cabinet insulation and double-isolation compressor mounts.",,"High-efficiency comfort while managing your utility costs (efficiency is unit size dependent) |Multi-speed air delivery aides quiet performance |Single-stage compressor operation |Insulated cabinet for quiet operation Large operating temperature range with outstanding cold weather performance |Corrosion-resistant coil for durability |10-year parts and 5-year labor limited warranty| |Supplemental, domestic hot water generation |Internally-mounted auxiliary heat |Smart startup add-on for smoother operation",3.7 to 4.3 COP Heating Efficency (closed loop) |4.3 to 5.2 COP Heating Efficency (open loop) |18.5 to 21.7 EER Cooling Efficiency (closed loop)|22.7 to 28.1 EER Cooling Efficiency (open loop) |Single-stage scroll compressor |Multi-speed blower motor |Fully insulated cabinet |Energy Star® rated in all sizes,"{'Heating Efficiency (closed loop)': '3.7 to 4.3 COP Heating Efficiency (closed loop)', 'Heating Efficiency (open loop)': '4.3 to 5.2 COP Heating Efficiency (open loop)', 'Cooling Efficiency (closed loop)': '18.5 to 21.7 EER Cooling Efficiency (closed loop)', 'Cooling Efficiency (open loop)': '22.7 to 28.1 EER Cooling Efficiency (open loop)', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/geothermal/split-system-geothermal-heat-pump/,Geothermal,Split Systems,QuietComfort® Split System Geothermal Heat Pump,HS,"Make the most of the Earth's resources with our split-system geothermal heat pump. Designed to be paired with a furnace or fan coil, the model HS includes two stages of comfort for even, constent heating or cooling. And when matched with a gas or propane furnace, you'll enjoy the additional savings of a dual fuel system that selects the most efficient heating source as conditions change.",,"High-efficiency comfort while managing your utility costs (efficiency is unit size dependent) |Two-stage compressor for improved temperature and summer humidity control |Large operating temperature range with outstanding cold weather performance |Insulated cabinet and compressor blanket for quiet operation |Compatible with a wide range of furnaces and fan coils |5-Year No Hassle Replacement™ Limited Warranty|  |10-year parts and labor limited warranty| |Supplemental, domestic hot water generation",3.3 to 4.6 COP heating efficency (closed loop) |3.8 to 5.2 COP heating efficency (open loop) |14.8 to 28.8 EER cooling efficiency (closed loop) |19.2 to 29.1 EER cooling efficiency (open loop) |Two-stage scroll compressor (Select Sizes)|Dependent on furnace or fan coil with ECM blower motor |Fully insulated cabinet |Compressor sound blanket |Energy Star® rated in all sizes,"{'Heating Efficiency (closed loop)': '3.3 to 4.6 COP Heating Efficiency (closed loop)', 'Heating Efficiency (open loop)': '3.8 to 5.2 COP Heating Efficiency (open loop)', 'Cooling Efficiency (closed loop)': '14.8 to 28.8 EER Cooling Efficiency (closed loop)', 'Cooling Efficiency (open loop)': '19.2 to 29.1 EER Cooling Efficiency (open loop)', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/geothermal/variable-speed-geothermal-heat-pump/,Geothermal,Packaged Geothermal Heat Pumps,QuietComfort® Variable Speed Geothermal Heat Pump,HP,"For the ultimatte combination of variable-speed air delivery, two stages of heating or cooling and the natural of efficiency geothermal technology, choose our HP packaged model. You'll enjoy consistent temperatures with fewer hot or cold spots, better humidity management during hot sticky summers, and the lasting reliability you expect.",,"High-efficiency comfort while managing your utility costs (efficiency is unit size dependent) |Variable-speed blower motor provides an ultimate level of even temperature control and comfort |Two-stage compressor for improved temperature and summer humidity control |Insulated cabinet and compressor blanket for quiet operation |Large operating temperature range with outstanding cold weather performance |Corrosion-resistant coil for durability 2"" MERV 8 filtration |5-Year No Hassle Replacement™ Limited Warranty| |10-year parts and labor limited warranty| |Supplemental, domestic hot water generation |Internally-mounted auxiliary heat |Smart startup add-on for smoother operation",3.5 to 4.0 COP Heating Efficency (closed loop) |4.0 to 4.6 COP Heating Efficency (open loop) |15.5 to 24.5 EER Cooling Efficiency (closed loop) |19.6 to 30.0 EER Cooling Efficiency (open loop) |Two-stage scroll compressor |Variable-speed blower motor |Fully insulated cabinet |Compressor sound blanket |Energy Star® rated in all sizes,"{'Heating Efficiency (closed loop)': '3.5 to 4.0 COP Heating Efficiency (closed loop)', 'Heating Efficiency (open loop)': '4.0 to 4.6 COP Heating Efficiency (open loop)', 'Cooling Efficiency (closed loop)': '15.5 to 24.5 EER Cooling Efficiency (closed loop)', 'Cooling Efficiency (open loop)': '19.6 to 30.0 EER Cooling Efficiency (open loop)', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/evaporator-coils/ena4x/,Evaporator Coils,,Performance Evaporator Coil,ENA4X,Get the most comfort out of your air conditioner or heat pump with an evaporator coil that matches your outdoor unit. This uncased vertical N coil supports your system efficiency and is made for upflow/downflow applications. It features durable all-aluminum construction designed to fit your system and deliver lasting performance.,,Uncased N coil design for efficient heat transfer in a compact size|Efficiency-optimizing Thermostatic Expansion Valve (TXV)|Corrosion-resistant all-aluminum coil|Corrosion-free sloped drain pan design help reduce mold and bacterial buildup|10-year parts limited warranty*,Thermostatic Expansion Valve (TXV)|Vertical upflow/downflow design|Non-ozone-depleting R-410A refrigerant|Capacity: 1.5 - 5 tons,"{'Capacity': '1.5 - 5 tons', 'Flow Design': 'Vertical upflow/downflow design', 'Shape': 'Uncased N coil design for efficient heat transfer in a compact size', 'Parts Warranty': '10-Year Parts Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/ductless-systems/dlfsfa/,Ductless Systems,Standard,QuietComfort® Console Indoor Unit,DLFSFA,"With five comfort modes, three fan speeds, and industry leading features such as auto-restart and",,"Available 208/230V|Sizes: 12 / 18 / 24|Modes: Cool, Heat, Dry, Fan, Auto|Auto-restart function|Size 12 capable to be mounted on the floor only|Sizes 18-24 capable to be mounted on the floor and in ceiling|Louver control (fixed or swing)|Three fan speeds|Air discharge from top and bottom (size 12)|Follow Me (senses temperature at handheld remote)|Heating Setback (46° F Heating Mode)|Quiet indoor operation, as low as 34 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","sound: as low as 34 decibels|1.0 – 2.0 Ton|208/230V|Attractively styled, high−impact polystyrene.",{},
https://www.heil-hvac.com/en/us/products/evaporator-coils/ead4x/,Evaporator Coils,,Performance Evaporator Coil,EAD4X,Get the most comfort out of your air conditioner or heat pump with an evaporator coil that matches your outdoor unit. This vertical A coil supports system efficiency and is made for upflow/downflow applications. It features durable all-aluminum construction designed to fit your system and deliver lasting performance.,,Cased A coil design for efficient heat transfer in a compact size|Efficiency-optimizing Thermostatic Expansion Valve (TXV)|Corrosion-resistant all-aluminum coil|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacterial buildup|10-year parts limited warranty*,Thermostatic Expansion Valve (TXV)|Vertical upflow/downflow design|Sturdy galvanized steel cabinet|Non-ozone-depleting R-410A refrigerant|Capacity: 2 - 5 tons,"{'Capacity': '2 - 5 tons', 'Flow Design': 'Vertical upflow/downflow design', 'Shape': 'Cased A coil design for efficient heat transfer in a compact size', 'Refrigerant': 'Non-ozone-depleting R-410A refrigerant', 'Parts Warranty': '10-Years Parts Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/evaporator-coils/ehd4x/,Evaporator Coils,,Performance Evaporator Coil,EHD4X,Get the most comfort out of your air conditioner or heat pump with an evaporator coil that matches your outdoor unit. This horizontal slab coil aids narrow space installations and supports your system efficiency. It features durable all-aluminum construction designed to fit your system and deliver lasting performance.,,Cased horizontal slab coil design for bi-directional airflow|Efficiency-optimizing Thermostatic Expansion Valve (TXV)|Corrosion-resistant all-aluminum coil|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacterial buildup|10-year parts limited warranty*,Thermostatic Expansion Valve (TXV)|Horizontal bi-directional airflow design |Sturdy galvanized steel cabinet|Non-ozone-depleting R-410A refrigerant|Capacity: 2 - 5 tons,"{'Capacity': '2 - 5 tons', 'Flow Design': 'Cased horizontal slab coil design for bi-directional airflow', 'Shape': 'Horizontal bi-directional airflow design', 'Parts Warranty': '10-Year Parts Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/performance-95-ultra-low-nox-gas-furnace/,Gas Furnaces,Value,Performance 95 Ultra-Low Nox Gas Furnace,N95ESU,"Our ultra-low NOx gas furnace is an easy choice for California residents in the South Coast Air Quality Management District and San Joaquin Air Pollution Control District looking for a heating solution with reduced NOx emissions. With up to 95% AFUE, this furnace efficiently heats your home while significantly reducing emissions that contribute to smog, acid rain, water quality deterioration and more. Its reliable single-stage operation and 5 speed blower provide even levels of temperature control for your comfort.",,Ultra-low NOx Model|Quiet performance|Multi-speed blower motor and single-stage gas valve provide improved levels of even temperature control and comfort|Fully insulated cabinet helps keep the heat moving to your ductwork|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Air purifier and humidifier compatible|10-Year Parts Limited Warranty upon timely registration+|20-Year Heat Exchanger Limited Warranty†,"Efficient multi-speed ECM blower motor|Variable speed induced draft combustion motor|Single-stage gas valve|Stainless steel primary heat exchanger|Reliable direct gas ignition with Silicon Nitride Ignitor|High temperature limit control designed to prevent overheating|Solid, pre-painted steel cabinet with tight fit door latch system|Sound-reducing features: fully insulated cabinet with soft mounted blower and inducer motor|Upflow and Horizontal Installation Only|Natural Gas only, not convertible to Liquid Propane|Compatible thermostat: heat/cool with humidity sensing|Heating capacity: 60,000 - 80,000 BTUh","{'Efficiency Rating': 'Up to 95% AFUE', 'Heat Exchanger Warranty': '20-Year Heat Exchanger Limited Warranty†', 'Parts Warranty': '10-Year Parts Limited Warranty upon timely registration+', 'Blower Motor': 'Multi-speed blower motor and single-stage gas valve provide improved levels of even temperature control and comfort', 'Heating capacity': '60,000 - 80,000 BTUh', 'Operation': 'Single-Stage Operation'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/quietcomfort-96-gas-furnace/,Gas Furnaces,Standard,QuietComfort® 96 Gas Furnace,G96VTN,Keep cozy when it’s cold outside with our high-efficiency gas furnace. Its reliable two-stage operation and variable-speed blower provide enhanced temperature control for your comfort. The variable-speed blower also means you’ll enjoy better summer dehumidification as your furnace works with your cooling unit to help pull moisture out of the air.,,Variable-speed blower motor and two-stage gas valve provide enhanced levels of even temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Fully insulated cabinet helps keep the heat moving to your ductwork|Air purifier and humidifier compatible|High temperature limit control prevents overheating|5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty upon timely registration|Lifetime Heat Exchanger Limited Warranty upon timely registration,"Variable-speed, constant torque ECM blower motor|Variable-speed induced draft combustion motor|Energy-saving two-stage gas valve|RPJ| (Rigid Press Joint) primary heat exchanger, stainless steel secondary heat exchanger|Reliable direct spark gas ignition|Solid, pre-painted steel insulated cabinet with tight fit door latch system|Sound-reducing features: soft mounted blower and inducer motor|Heating capacity: 60,000–120,000 BTUh","{'Efficiency Rating': 'Up to 96.0% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty upon timely registration‡', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty*', 'Parts Warranty': '10-Year Parts Limited Warranty upon timely registration+', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Blower Motor': 'Variable-speed blower motor and two-stage gas valve provide enhanced levels of even temperature control and comfort', 'Heating capacity': '60,000–120,000 BTUh', 'Operation': 'Two-Stage Operation'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/ion-96-variable-speed-gas-furnace/,Gas Furnaces,Premium,Ion™ 96 Variable-Speed Gas Furnace,G96CTN,Stay out of the cold and keep warm with our high-efficiency gas furnace. Its reliable two-stage gas valve and fully variable-speed blower provide enhanced temperature control for your comfort. The variable-speed blower also means you’ll enjoy better summer dehumidification and a possible SEER boost as your furnace works with your cooling unit to help pull moisture out of the air. Pair it with a compatible air conditioner for a full communicating system using the Ion™ System Control.,,"Variable-speed blower motor and two-stage gas valve provide enhanced levels of even temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|As a two-stage furnace, it operates at low stage most of the time to save energy, smoothly ramping up the heat to high stage as temperatures drop|Fully insulated cabinet helps keep the heat moving to your ductwork|Air purifier and humidifier compatible|Wi-Fi| enabled remote access with the Ion™ System Control|10-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty upon timely registration|Lifetime Heat Exchanger Limited Warranty upon timely registration","High efficiency variable-speed, constant airflow ECM blower motor|Variable-speed induced draft combustion motor|Energy-saving two stage gas valve|RPJ| (Rigid Press Joint) primary heat exchanger, stainless steel secondary heat exchanger|Reliable direct spark gas ignition|High temperature limit control helps prevent overheating|Solid, pre-painted steel insulated cabinet with tight fit door latch system|Sound-reducing features: soft mounted blower and inducer motor|Compatible thermostat: Ion™ System Control for full function and efficiency capability, Wi-Fi| remote access convenience and intelligent diagnostics|Heating capacity: 60,000–120,000 BTUh","{'Efficiency Rating': 'Up to 96.7% AFUE rating', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty', 'Parts Warranty': '10-Year Parts Limited Warranty', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Blower Motor': 'Variable-speed, constant airflow (VCA) ECM blower motor and two-stage gas valve also provide enhanced levels of temperature control and comfort', 'Heating capacity': '60,000–120,000 BTUh', 'Operation': 'Two-Stage Operation'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/ion-80-variable-speed-gas-furnace/,Gas Furnaces,Premium,Ion™ 80 Variable-Speed Gas Furnace,G80CTL,"Keep the pesky cold out and the comfort in with our efficient gas furnace. It features a variable-speed blower motor and two-stage gas heat performance that together deliver temperature control and quiet performance. The variable-speed blower also means you’ll enjoy better summer dehumidification from your cooling unit, and you might even get a SEER boost as well. Pair it with a compatible air conditioner for a full communicating system using the Ion™ System Control.",,"Quiet performance|Variable-speed, constant airflow (VCA) ECM blower motor and two-stage gas valve also provide enhanced levels of temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Fully insulated cabinet helps keep the heat moving to your ductwork|Air purifier and humidifier compatible|Wi-Fi| enabled remote access with the Ion™ System Control|10-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty upon timely registration|Lifetime Heat Exchanger Limited Warranty upon timely registration","High efficiency variable-speed, constant airflow (VCA) ECM blower motor|Variable-speed induced draft combustion motor|Energy-saving two-stage gas valve|RPJ| (Rigid Press Joint) primary heat exchanger|Reliable direct spark gas ignition|High temperature limit control helps prevent overheating|Solid pre-painted and steel insulated cabinet with tight fit door latch system|Sound-reducing features: soft mounted blower and inducer motor|Compatible thermostat: Ion™ System Control for full function and efficiency capability, Wi-Fi| remote access convenience and intelligent diagnostics± |Heating capacity: 45,000–135,000 BTUh","{'Efficiency Rating': '80% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty', 'Parts Warranty': '10-Year Parts Limited Warranty', 'Communicating Capability': '10-Year No Hassle Replacement™ Limited Warranty+', 'Blower Motor': 'Variable-speed, constant airflow (VCA) ECM blower motor and two-stage gas valve also provide enhanced levels of temperature control and comfort', 'Heating capacity': '45,000–135,000 BTUh', 'Operation': 'Two-Stage Operation'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/ion-80-ultra-low-nox-gas-furnace/,Gas Furnaces,Premium,Ion™ 80 Ultra Low NOx Gas Furnace,G80CSU,"Our ultra-low NOx gas furnace is an easy choice for California residents in the South Coast Air Quality Management District and San Joaquin Air Pollution Control District looking for a heating solution with reduced NOx emissions. This 80% AFUE furnace reliably heats your home while significantly reducing emissions that contribute to smog, acid rain, water quality deterioration and more. The variable-speed blower means better summer dehumidifcation when paired with an Ion(TM) System air conditioner or heat pump.",,"Ultra-low NOx Model|Quiet performance|Variable-speed, constant airflow (VCA) ECM blower motor and single-stage gas valve also provide enhanced levels of temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Fully insulated cabinet helps keep the heat moving to your ductwork|Air purifier and humidifier compatible|5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty upon timely registration|Lifetime Heat Exchanger Limited Warranty upon timely registration","High efficiency variable-speed, constant airflow (VCA) ECM blower motor|Variable-speed induced draft combustion motor|Single-stage gas valve|Stainless steel primary heat exchanger|Reliable direct gas ignition with silicon nitride ignitor|High temperature limit control designed to prevent overheating|Solid, pre-painted steel cabinet with tight fit door latch system|Sound-reducing features: fully insulated cabinet with soft mounted blower and inducer motor|4 Way Multipoise|Natural Gas only, not convertible to Liquid Propane|Compatible thermostat: Ion™ System Control for full function and efficiency capability, Wi-Fi® remote access convenience and intelligent diagnostics± |Heating capacity: 40,000 - 100,000 BTUh","{'Efficiency Rating': '80% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Blower Motor': 'Variable-speed, constant airflow (VCA) ECM blower motor and two-stage gas valve also provide enhanced levels of temperature control and comfort', 'Heating capacity': '40,000 - 100,000 BTUh', 'Operation': 'Single-Stage Operation'}",
