URL,Category,Subcategory,Prod_Name,Prod_ID,Brand,Specifications,Videos,FeaturesAndBenefits,Images
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-612_STANLEY%c2%ae-Bi-Metal-12%22-Hacksaw-Blade-18-TPI-%e2%80%93-10-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 12"" Hacksaw Blade 18 TPI – 10 Pack",15-612,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '10'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-612.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-612.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-612.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/71650391-e37e-4704-98d9-bc3cf3f65f60_Stanley%c2%ae-Self-Retracting-Safety-Blade-Utility-Knives/10-189P_STANLEY%c2%ae-Self-Retracting-Safety-Blade-Utility-Knife-%e2%80%93-Unpainted/,Cutting Tools,Specialty Knives,STANLEY® Self-Retracting Safety Blade Utility Knife – Unpainted,10-189P,Stanley,"{'Style': 'Safety', 'Color': 'Unpainted', 'Overall Length [in]': '5-7/8', 'Number of Blades': '1', 'For use on': '11-987, 11-988, 11-700, 11-800, 11-938, 11-914, 11-921'}",,Spring-loaded blade retracts automatically when pressure on slide button is released.|Machine screw firmly holds knife body together - screwdriver required for blade change.|Contoured handle and textured die-cast body for slip-resistance.|Accepts standard round-point utility blades.|Integrated blade storage in handle.|Lanyard hang hole for easy transportation and storage.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-189P.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-189P.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-189P.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-189P_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-189P_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-189P_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-189P_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-189P_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-189P_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/10-812_STANLEY%c2%ae-QuickSlide%c2%ae-2-Utility-Knife/,Cutting Tools,Specialty Knives,STANLEY® QuickSlide® 2 Utility Knife,10-812,Stanley,,,"Durable all-metal, die-cast zinc construction.|Quick change blade tab - no tools required.|True one-handed open/close.|Stainless steel belt clip.|Top mounted, zinc slider button for durability.|Compact and ergonomically designed.|Works with most standard utility blades, except 11-931.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-812_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-812_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-812_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-812.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-812.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-812.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Striking-%26-Struck/Nail-Sets/58-930_STANLEY%c2%ae-3-Piece-Cushion-Grip-Nail-Set-/,Striking & Struck,Nail Sets,STANLEY® 3 Piece Cushion Grip Nail Set,58-930,Stanley,,,Induction heat treated for safety and improved performance.|Color coded by tip size for easy identification.|Long length allows for setting nails in hard to reach places.|Over-molded grip to help dampen vibrations and reduce slipping during use.|Cupped tip for easy alignment.|Used for driving finish nails beneath trim work.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/58-930_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/58-930_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/58-930_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/58-930_ip02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/58-930_ip02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/58-930_ip02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/58-930.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/58-930.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/58-930.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10169_STANLEY%c2%ae-Folding-Knife/,Cutting Tools,Specialty Knives,STANLEY® Folding Knife,STHT10169,Stanley,,,Durable nylon handle.|InstantChange™ blade mechanism.|One-hand opening operation.|Folds into convenient carrying size.|Belt clip for easy carrying.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10169.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10169.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10169.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/10-810_STANLEY%c2%ae-QuickSlide%c2%ae-Utility-Knife/,Cutting Tools,Specialty Knives,STANLEY® QuickSlide® Utility Knife,10-810,Stanley,,,"Durable, all-metal knife body construction.|Quick change blade tab - no tools required.|True one-handed open/close.|Stainless steel belt clip.|Blades included (11-921): 1.|Retractable Blade Positions: 1.|Works with most standard utility blades, except 11-931.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-810_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-810_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-810_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-810_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-810_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-810_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-810.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-810.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-810.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-810_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-810_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-810_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10194_STANLEY%c2%ae-QuickChange%e2%84%a2-Rotary-Cutter/,Cutting Tools,Specialty Knives,STANLEY® QuickChange™ Rotary Cutter,STHT10194,Stanley,,,"Cuts through vinyl, paper, foamcore and more.|Accepts both Stanley® and OLFA® 45 mm rotary blades.|Heavy-duty blade made of high quality tool steel.|Designed for both left and right handed use.|Polypropylene handle with slip-resistant over molded rubber grip.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10194_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10194_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10194_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10194.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10194.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10194.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10192_STANLEY%c2%ae-Plastic%7cLaminate-Scoring-Knife/,Cutting Tools,Specialty Knives,STANLEY® Plastic/Laminate Scoring Knife,STHT10192,Stanley,,,Comfortable body with soft anti-slip grip.|Chemical resistant handle.|Blade storage in the handle.|Accepts both Stanley® scoring and OLFA® PB800 blades.|Produces a very fine scoring line allowing for precise breaking of plastics.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10192.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10192.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10192.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/10-049_STANLEY%c2%ae-Pocket-Knife/,Cutting Tools,Specialty Knives,STANLEY® Pocket Knife,10-049,Stanley,,,"Powder-coated, epoxy handle.|Blade folds into handle for safe storage.|Replaceable stainless-steel blade.|Safety blade lock.|Blades Included (11-040): 1.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-049_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-049_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-049_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-049.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-049.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-049.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/10-855_STANLEY%c2%ae-Folding-Utility-Knife/,Cutting Tools,Specialty Knives,STANLEY® Folding Utility Knife,10-855,Stanley,,,"Foldable, compact design fits easily into a pocket.|Quick change fixed blade - thumb stud for easy release.|One-hand open and close using the push lever handle.|Aluminum design, lightweight and durable.|Stainless steel belt clip.|Works with most standard utility blades, except 11-931.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-855_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-855_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-855_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-855_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-855_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-855_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-855_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-855_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-855_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-855.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-855.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-855.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-855_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-855_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-855_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-855_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-855_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-855_02.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10193_STANLEY%c2%ae-Safety-Knife/,Cutting Tools,Specialty Knives,STANLEY® Safety Knife,STHT10193,Stanley,,,"Spring-loaded blade retracts automatically when pressure on slide button is released.|Ergonomic slip-resistant handle.|Chemical resistant handle.|Durable, smooth steel barrel.|Accepts standard round-point utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10193.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10193.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10193.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/71650391-e37e-4704-98d9-bc3cf3f65f60_Stanley%c2%ae-Self-Retracting-Safety-Blade-Utility-Knives/10-189C_STANLEY%c2%ae-Self-Retracting-Safety-Blade-Utility-Knife-%e2%80%93-Orange/,Cutting Tools,Specialty Knives,STANLEY® Self-Retracting Safety Blade Utility Knife – Orange,10-189C,Stanley,"{'Style': 'Safety', 'Material': 'Zinc', 'Color': 'Orange', 'Overall Length [in]': '5-7/8', 'Number of Blades': '1', 'For use on': '11-987, 11-988, 11-700, 11-800, 11-938, 11-914, 11-921'}",,Spring-loaded blade retracts automatically when pressure on slide button is released.|Machine screw firmly holds knife body together - screwdriver required for blade change.|Contoured handle and textured die-cast body for slip-resistance.|Accepts standard round-point utility blades.|Integrated blade storage in handle.|Lanyard hang hole for easy transportation and storage.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-189.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-189.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-189.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-189C_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-189C_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-189C_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-189C.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-189C.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-189C.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/FMHT10289_STANLEY%c2%ae-FATMAX%c2%ae-Exo-Change%e2%84%a2-Folding-Utility-Knife/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Exo-Change™ Folding Utility Knife,FMHT10289,Stanley,,,Magnetic and exposed slider provides fast manual blade change.|Easy access blade storage allows for easy blade access and quick changeover.|Quick and easy debris removal from the slider.|Soft touch grip reduces slipping.|Folding feature for easy storage and portability.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_5.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_5.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_5.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_7.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_7.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_7.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_6.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_6.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_6.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_ang6_11x3_300cmyk.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_ang6_11x3_300cmyk.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_ang6_11x3_300cmyk.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10289_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10289_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10289_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10244_STANLEY%c2%ae-Safety-Wrap-Cutter/,Cutting Tools,Specialty Knives,STANLEY® Safety Wrap Cutter,STHT10244,Stanley,,,"Replaceable shrink wrap cutter. Replaceable piece also an individual unit.|Fatigue reducing handle design reduces required grip pressure by supporting hand in U-shape handle base, for easier pull cutting.|Full length knuckle guard protects hand when in use.|Tape splitter.|Lanyard hang hole for easy tethering, transportation and storage.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10244_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10244_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10244_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10244.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10244.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10244.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/10-280_STANLEY%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Knife-%e2%80%93-18-mm/,Cutting Tools,Snap-Off Knives,STANLEY® Quick-Point™ Snap-Off Knife – 18 mm,10-280,Stanley,,,High impact ABS construction.|Rigid stainless steel barrel provides smooth action and corrosion resistance.|Smooth slider mechanism features an audible “click” and is self-locking for security.|Removable blade snapper included in cap of knife.|Comes with hang-hole for adding a wrist strap or lanyard.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-280_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-280_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-280_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-280_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-280_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-280_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-280.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-280.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-280.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT11942_STANLEY%c2%ae-QuickChange%e2%84%a2-Rotary-Cutter-Replacement-Blade/,Cutting Tools,Specialty Knives,STANLEY® QuickChange™ Rotary Cutter Replacement Blade,STHT11942,Stanley,,,Heavy-duty blade made of high quality tool steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT11942.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT11942.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT11942.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10828_STANLEY%c2%ae-QuickSlide%c2%ae-Knife/,Cutting Tools,Specialty Knives,STANLEY® QuickSlide® Knife,STHT10828,Stanley,,,"Renovated design: Slimmer and more compact*.|Includes carabineer and bottle opener.|Easy blade change & slide operation for quick and easy loading.|Simple, die-cast design.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10828_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10828_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10828_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10828_ip01.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10828_ip01.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10828_ip01.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10828.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10828.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10828.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/10-143P_STANLEY%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Knife-%e2%80%93-18-mm/,Cutting Tools,Snap-Off Knives,STANLEY® Quick-Point™ Snap-Off Knife – 18 mm,10-143P,Stanley,,,"Light-duty, retractable cutter with Quick-Point™ |snap-off blades.|Blade sections snap off, providing a fresh, sharp |cutting point.|Hang hole for storage or lanyard.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-143p.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-143p.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-143p.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-143.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-143.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-143.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10243_STANLEY%c2%ae-Folding-Pocket-Safety-Knife/,Cutting Tools,Specialty Knives,STANLEY® Folding Pocket Safety Knife,STHT10243,Stanley,,,Spring-loaded blade retracts automatically when pressure on squeeze trigger is released.|Folding capability - only folding STANLEY® safety knife.|Blade visibility window shows when a blade is loaded.|Accepts standard round-point utility blades.|Lanyard hang hole for easy transportation and storage.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10243.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10243.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10243.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/10-817_STANLEY%c2%ae-FATMAX%c2%ae-All-Metal-Snap-Off-Cartridge-Knife-%e2%80%93-25-mm/,Cutting Tools,Snap-Off Knives,STANLEY® FATMAX® All-Metal Snap-Off Cartridge Knife – 25 mm,10-817,Stanley,,,Heavy-duty all-metal knife body construction.|Rigid stainless steel barrel provides smooth action and corrosion resistance.|Smooth slider mechanism features an audible “click” and is self-locking for security.|Safety machine screw allows for locking blade in place for added blade security and heavy-duty applications.|Removable blade snapper included in cap of knife.|Blade cartridge automatically slides new blade into position after old blade is removed.|Comes with hang-hole for adding a wrist strap or lanyard.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-817_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-817_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-817_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-817_04.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-817_04.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-817_04.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-817_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-817_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-817_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-817.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-817.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-817.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-817_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-817_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-817_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Panel-Saws/d6cc566e-a0f5-4cbd-b54b-59856ce85e14_STANLEY%c2%ae-FATMAX%c2%ae-Tri-Material-Hand-Saws-with-BladeArmor%c2%ae-Coating/20-046_STANLEY%c2%ae-FATMAX%c2%ae-Tri-Material-Hand-Saw-15%22/,Cutting Tools,Panel Saws,"STANLEY® FATMAX® Tri-Material Hand Saw 15""",20-046,Stanley,"{'Footnotes': '*Compared to previous model. **Compared to traditional tooth saws.', 'Blade Length [in]': '15'}",,Tri-material handle for comfort and durability.|New handle design improves ease of cut by 25%*.|Triple Ground Tooth Technology 4X** sharper for fast cuts.|Induction hardened teeth for long life.|BladeArmor® coating helps reduce friction while cutting.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-046_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-046_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-046_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-046_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-046_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-046_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-046.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-046.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-046.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/STHT10253_STANLEY%c2%ae-Skeleton-Frame-Pocket-Knife/,Cutting Tools,Specialty Knives,STANLEY® Skeleton Frame Pocket Knife,STHT10253,Stanley,,,Stainless steel for durability and rust prevention.|Well-balanced skeleton design for light weight and comfortable hold.|Lock button with positive locking action.|Lanyard hole for easy storage.|Designed for general purpose and light-duty applications.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10253_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10253_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10253_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10253.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10253.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10253.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/FMHT10242_STANLEY%c2%ae-FATMAX%c2%ae-Safety-Knife/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Safety Knife,FMHT10242,Stanley,,,"Auto-retracting blade retracts when contact with cutting surface is lost (even if thumb is holding the slider button forward).|Left or right handed use. Quick blade change button can be pressed from both sides of the knife.|Replaceable shrink wrap cutter pivots up and down, sits in a depression flush with the knife, replaceable piece also an individual unit.|Accepts any standard utility blade.|Bi-material grip for added comfort and control.|Tape splitter at the base of handle.|Blade storage in handle comes with five 11-700 induction hardened blades.|Lanyard hang hole for easy tethering, transportation and storage.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10242_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10242_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10242_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10242_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10242_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10242_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10242_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10242_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10242_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10242.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10242.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10242.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10242_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10242_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10242_1.png'}]"
